mun_code,mun_name,year,gross_income_pc,wage,pension,unemp_benefit,other_benefits,other_income
32010,Beade,2017,11082,3944,4759,171,578,1630
32010,Beade,2016,10265,3580,4491,166,532,1496
32010,Beade,2015,10156,3618,4359,205,561,1412
32011,Beariz,2022,11050,3279,4689,186,479,2417
32011,Beariz,2021,10106,3024,4374,258,455,1994
32011,Beariz,2020,9889,2827,4470,350,426,1816
32011,Beariz,2019,9586,2854,4279,202,364,1887
32011,Beariz,2018,9479,2784,4192,164,345,1995
32011,Beariz,2017,9282,2742,4193,143,354,1850
32011,Beariz,2016,8615,2425,3961,129,362,1737
32011,Beariz,2015,8454,2432,3907,157,283,1675
32012,"Blancos, Os",2022,13635,4703,6394,333,618,1587
32012,"Blancos, Os",2021,13194,4423,6079,450,635,1607
32012,"Blancos, Os",2020,13177,4300,5874,582,559,1862
32012,"Blancos, Os",2019,12811,4488,5609,298,535,1881
32012,"Blancos, Os",2018,12068,4245,5331,267,553,1672
32012,"Blancos, Os",2017,11302,3825,4986,291,494,1706
32012,"Blancos, Os",2016,10792,3785,4930,309,435,1333
32012,"Blancos, Os",2015,10627,3837,4656,423,418,1293
32013,Boborás,2022,11497,4433,5239,248,470,1107
32013,Boborás,2021,10656,4106,4754,330,460,1006
32013,Boborás,2020,10258,3853,4726,407,442,830
32013,Boborás,2019,9742,3723,4545,209,390,876
32013,Boborás,2018,9419,3430,4403,229,398,959
32013,Boborás,2017,9147,3186,4390,240,384,947
32013,Boborás,2016,8629,3052,4111,243,351,873
32013,Boborás,2015,8517,2850,4113,270,352,932
32014,"Bola, A",2022,12976,4648,5733,398,1096,1100
32014,"Bola, A",2021,12401,4403,5407,429,977,1186
32014,"Bola, A",2020,11827,4064,5306,500,890,1067
32014,"Bola, A",2019,11478,4165,5086,264,795,1168
32014,"Bola, A",2018,10934,3984,4796,245,711,1198
32014,"Bola, A",2017,10123,3509,4687,255,627,1045
32014,"Bola, A",2016,9652,3435,4471,281,591,873
32014,"Bola, A",2015,9553,3330,4365,297,540,1020
32015,"Bolo, O",2022,12290,3565,6316,235,822,1352
32015,"Bolo, O",2021,11788,3291,6024,443,721,1309
32015,"Bolo, O",2020,11478,3315,6009,519,680,955
32015,"Bolo, O",2019,11347,3415,5860,240,744,1087
32015,"Bolo, O",2018,11206,3090,5888,247,708,1272
32015,"Bolo, O",2017,10507,2861,5467,235,671,1273
32015,"Bolo, O",2016,10369,2817,5477,214,667,1194
32015,"Bolo, O",2015,10253,2574,5380,219,688,1393
32016,Calvos de Randín,2022,13260,3941,6913,239,721,1447
32016,Calvos de Randín,2021,12814,3867,6356,403,713,1476
32016,Calvos de Randín,2020,12409,3425,6351,446,774,1414
32016,Calvos de Randín,2019,12447,3844,6125,213,750,1515
32016,Calvos de Randín,2018,11721,3599,6012,275,637,1199
32016,Calvos de Randín,2017,11099,3269,5879,238,537,1176
32016,Calvos de Randín,2016,10575,3165,5708,274,438,990
32016,Calvos de Randín,2015,10657,3193,5689,237,429,1109
32017,Carballeda de Valdeorras,2022,16519,NA,NA,NA,NA,NA
32017,Carballeda de Valdeorras,2021,16204,6650,6127,320,1336,1457
32017,Carballeda de Valdeorras,2020,15327,6202,6108,451,1259,943
32017,Carballeda de Valdeorras,2019,15072,6511,5845,167,1225,1058
32017,Carballeda de Valdeorras,2018,14689,6371,5403,206,1187,1370
32017,Carballeda de Valdeorras,2017,13922,6081,5161,194,1116,1339
32017,Carballeda de Valdeorras,2016,12972,5590,4869,249,1018,1246
32017,Carballeda de Valdeorras,2015,13104,5544,4904,303,944,1408
32018,Carballeda de Avia,2022,13088,5325,5686,299,697,1082
32018,Carballeda de Avia,2021,12179,5057,5385,389,587,760
32018,Carballeda de Avia,2020,11483,4737,4942,486,564,753
32018,Carballeda de Avia,2019,11101,4563,4772,338,563,864
32018,Carballeda de Avia,2018,10584,4290,4608,281,525,880
32018,Carballeda de Avia,2017,9837,3652,4513,320,513,840
32018,Carballeda de Avia,2016,9622,3516,4422,367,504,814
32018,Carballeda de Avia,2015,9364,3455,4315,336,448,811
32019,"Carballiño, O",2022,13331,6955,3865,283,608,1619
32019,"Carballiño, O",2021,12629,6440,3609,481,570,1528
32019,"Carballiño, O",2020,11957,5993,3602,613,507,1241
32019,"Carballiño, O",2019,11739,6097,3447,237,459,1498
32019,"Carballiño, O",2018,11426,5852,3300,225,439,1610
32019,"Carballiño, O",2017,10658,5515,3209,237,369,1328
32019,"Carballiño, O",2016,10324,5271,3153,290,323,1287
32019,"Carballiño, O",2015,10110,5004,3111,340,325,1329
32020,Cartelle,2022,14339,5893,6146,250,826,1224
32020,Cartelle,2021,13324,5370,5806,281,772,1095
32020,Cartelle,2020,12816,4864,5687,457,742,1066
32020,Cartelle,2019,12498,5050,5561,229,677,981
32020,Cartelle,2018,11866,4743,5303,195,635,990
32020,Cartelle,2017,11340,4431,5197,199,596,917
32020,Cartelle,2016,10924,4125,5139,226,550,883
32020,Cartelle,2015,10602,3808,5091,236,515,951
32021,Castrelo do Val,2022,12676,4992,5686,329,841,828
32021,Castrelo do Val,2021,12034,4486,5493,425,736,894
32021,Castrelo do Val,2020,11619,4333,5383,508,650,744
32021,Castrelo do Val,2019,11124,4293,5202,295,597,737
32021,Castrelo do Val,2018,10736,4227,4882,251,590,786
32021,Castrelo do Val,2017,10235,4080,4702,291,446,716
32021,Castrelo do Val,2016,9894,3730,4650,290,430,795
32021,Castrelo do Val,2015,9633,3544,4525,406,365,793
32022,Castrelo de Miño,2022,14201,5979,5987,301,746,1188
32022,Castrelo de Miño,2021,13452,5311,5730,393,683,1336
32022,Castrelo de Miño,2020,12660,4863,5655,455,703,983
32022,Castrelo de Miño,2019,12797,5217,5371,213,658,1338
32022,Castrelo de Miño,2018,12007,4740,5227,206,578,1257
32022,Castrelo de Miño,2017,11479,4249,5237,215,539,1240
32022,Castrelo de Miño,2016,11119,4187,4971,211,524,1226
32022,Castrelo de Miño,2015,10793,3850,4951,227,533,1231
32023,Castro Caldelas,2022,15454,6424,5647,304,964,2116
32023,Castro Caldelas,2021,14330,6011,5222,344,938,1815
32023,Castro Caldelas,2020,13760,5702,5055,438,912,1654
32023,Castro Caldelas,2019,13428,5733,4877,169,920,1729
32023,Castro Caldelas,2018,12439,5145,4686,187,807,1614
32023,Castro Caldelas,2017,11920,4988,4475,190,723,1544
32023,Castro Caldelas,2016,11379,4631,4456,202,707,1384
32023,Castro Caldelas,2015,11343,4443,4492,215,704,1488
32024,Celanova,2022,13279,6106,4660,286,624,1602
32024,Celanova,2021,12555,5629,4371,428,580,1548
32024,Celanova,2020,12088,5270,4340,583,526,1368
32024,Celanova,2019,11689,5297,4147,239,497,1510
32024,Celanova,2018,11227,5046,3974,243,472,1493
32024,Celanova,2017,10820,4785,3864,246,433,1492
32024,Celanova,2016,10587,4644,3895,242,412,1393
32024,Celanova,2015,10468,4375,3954,279,413,1448
32025,Cenlle,2022,15303,7195,5853,320,785,1149
32025,Cenlle,2021,14188,6415,5605,403,802,963
32025,Cenlle,2020,13946,6033,5608,512,691,1101
32025,Cenlle,2019,13498,5912,5427,215,679,1265
32025,Cenlle,2018,13161,5704,5451,229,641,1136
32025,Cenlle,2017,12432,5355,5195,224,548,1109
32025,Cenlle,2016,12211,5107,5122,257,551,1174
32025,Cenlle,2015,11940,4698,5168,263,573,1239
32026,Coles,2022,16143,8627,4691,284,732,1808
32026,Coles,2021,15149,8023,4345,428,622,1731
32026,Coles,2020,14025,7124,4203,630,621,1447
32026,Coles,2019,13514,6962,4138,251,589,1573
32026,Coles,2018,12685,6414,4087,216,560,1408
32026,Coles,2017,12081,6018,3997,250,544,1272
32026,Coles,2016,11610,5669,3930,278,540,1195
32026,Coles,2015,11438,5544,3769,320,526,1279
32027,Cortegada,2022,13150,5480,5465,317,920,968
32027,Cortegada,2021,12774,5012,5314,444,861,1143
32027,Cortegada,2020,12551,4910,5220,601,844,976
32027,Cortegada,2019,12100,5283,4889,265,754,909
32027,Cortegada,2018,11461,4956,4620,252,668,966
32027,Cortegada,2017,10490,4438,4486,299,522,744
32027,Cortegada,2016,10680,4607,4468,287,492,827
32027,Cortegada,2015,10619,4454,4481,323,483,880
32028,Cualedro,2022,12743,4459,6070,317,779,1117
32028,Cualedro,2021,12207,4245,5801,429,723,1009
32028,Cualedro,2020,11803,4070,5552,488,692,1000
32028,Cualedro,2019,11238,4092,5369,273,604,899
32028,Cualedro,2018,10767,3949,5103,262,610,843
32028,Cualedro,2017,10053,3624,4742,295,561,831
32028,Cualedro,2016,9631,3444,4587,322,527,752
32028,Cualedro,2015,9337,3247,4433,341,522,794
32029,Chandrexa de Queixa,2022,14029,6426,5503,258,578,1265
32029,Chandrexa de Queixa,2021,13011,6107,5205,267,524,908
32029,Chandrexa de Queixa,2020,12286,5617,5036,398,476,759
32029,Chandrexa de Queixa,2019,12320,5600,4922,323,441,1034
32029,Chandrexa de Queixa,2018,11722,5243,4781,221,364,1113
32029,Chandrexa de Queixa,2017,10761,4473,4658,212,455,961
32029,Chandrexa de Queixa,2016,10390,4218,4691,193,446,842
32029,Chandrexa de Queixa,2015,9923,3911,4431,232,481,868
32030,Entrimo,2022,13428,5128,5813,327,761,1399
32030,Entrimo,2021,14496,4900,5672,423,713,2787
32030,Entrimo,2020,11950,4634,5302,517,641,856
32030,Entrimo,2019,11883,4540,5356,226,584,1177
32030,Entrimo,2018,11251,4127,5198,216,574,1136
32030,Entrimo,2017,10679,3832,5103,274,528,941
32030,Entrimo,2016,9705,3497,4710,223,479,797
32030,Entrimo,2015,9611,3380,4703,262,447,821
32031,Esgos,2022,15598,7677,5664,216,712,1328
32031,Esgos,2021,14693,7015,5465,370,606,1236
32031,Esgos,2020,14129,6599,5182,525,595,1228
32031,Esgos,2019,14002,6852,5006,194,556,1395
32031,Esgos,2018,13387,6455,4828,251,478,1376
32031,Esgos,2017,12533,5984,4609,250,428,1263
32031,Esgos,2016,12109,5560,4570,282,444,1253
32031,Esgos,2015,11469,4951,4374,366,440,1338
32032,Xinzo de Limia,2022,13551,6348,4142,250,749,2061
32032,Xinzo de Limia,2021,12838,6019,3871,391,689,1870
32032,Xinzo de Limia,2020,12491,5732,3779,552,623,1805
32032,Xinzo de Limia,2019,12080,5692,3680,251,531,1927
32032,Xinzo de Limia,2018,11457,5444,3515,226,478,1793
32032,Xinzo de Limia,2017,10729,5069,3309,271,429,1650
32032,Xinzo de Limia,2016,10175,4736,3200,300,392,1546
32032,Xinzo de Limia,2015,10032,4554,3154,304,379,1640
32033,Gomesende,2022,12680,4361,6381,215,571,1152
32033,Gomesende,2021,11597,3755,6015,315,526,986
32033,Gomesende,2020,11206,3664,5810,336,502,894
32033,Gomesende,2019,10935,3677,5639,190,464,964
32033,Gomesende,2018,10394,3435,5503,192,459,805
32033,Gomesende,2017,10209,3252,5259,216,424,1058
32033,Gomesende,2016,10009,3257,5278,192,350,932
32033,Gomesende,2015,9819,3106,5118,247,356,992
32034,"Gudiña, A",2022,14492,6743,5289,293,639,1527
32034,"Gudiña, A",2021,13657,6329,4709,543,610,1466
32034,"Gudiña, A",2020,13139,5841,4514,634,569,1581
32034,"Gudiña, A",2019,12402,5732,4332,322,538,1477
32034,"Gudiña, A",2018,12407,5630,4242,235,470,1830
32034,"Gudiña, A",2017,11694,5438,4085,251,426,1493
32034,"Gudiña, A",2016,11528,5440,4073,285,404,1327
32034,"Gudiña, A",2015,10997,4837,4054,292,425,1389
32035,"Irixo, O",2022,14063,5208,6508,267,704,1376
32035,"Irixo, O",2021,13524,4760,6186,345,634,1599
32035,"Irixo, O",2020,12605,4357,6011,432,591,1214
32035,"Irixo, O",2019,12474,4379,6117,219,552,1207
32035,"Irixo, O",2018,12147,4158,5993,202,512,1283
32035,"Irixo, O",2017,11214,3804,5690,216,468,1036
32035,"Irixo, O",2016,10518,3413,5476,258,478,893
32035,"Irixo, O",2015,10544,3345,5387,315,452,1046
32036,Xunqueira de Ambía,2022,14293,5937,5760,290,703,1604
32036,Xunqueira de Ambía,2021,13411,5398,5423,420,775,1395
32036,Xunqueira de Ambía,2020,12963,4843,5511,507,659,1443
32036,Xunqueira de Ambía,2019,12665,5063,5399,154,629,1421
32036,Xunqueira de Ambía,2018,12042,4798,5120,167,546,1411
32036,Xunqueira de Ambía,2017,11478,4595,4760,233,583,1307
32036,Xunqueira de Ambía,2016,11282,4463,4779,242,532,1265
32036,Xunqueira de Ambía,2015,11195,4240,4756,306,551,1342
32037,Xunqueira de Espadanedo,2022,15455,7091,5805,279,780,1501
32037,Xunqueira de Espadanedo,2021,14684,6764,5424,284,729,1484
32037,Xunqueira de Espadanedo,2020,14286,6312,5163,515,657,1639
32037,Xunqueira de Espadanedo,2019,13605,6048,5017,308,585,1646
32037,Xunqueira de Espadanedo,2018,12883,5881,4774,251,521,1456
32037,Xunqueira de Espadanedo,2017,12391,5574,4734,265,476,1341
32037,Xunqueira de Espadanedo,2016,12211,5298,4639,259,455,1559
32037,Xunqueira de Espadanedo,2015,12011,5147,4488,300,412,1664
32038,Larouco,2022,15006,7111,5724,262,453,1456
32038,Larouco,2021,14397,6558,5535,336,429,1539
32038,Larouco,2020,14130,6028,5788,553,390,1372
32038,Larouco,2019,13799,5957,5989,180,416,1256
32038,Larouco,2018,12956,5126,5916,264,370,1280
32038,Larouco,2017,12210,4590,5797,303,296,1225
32038,Larouco,2016,11874,4570,5635,345,282,1043
32038,Larouco,2015,11649,4318,5577,345,263,1146
32039,Laza,2022,14580,5370,7084,230,857,1041
32039,Laza,2021,13987,5066,6475,452,812,1182
32039,Laza,2020,12957,4571,6125,483,719,1060
32039,Laza,2019,12739,4664,6113,249,718,995
32039,Laza,2018,12344,4631,5903,216,659,936
32039,Laza,2017,11740,4246,5707,238,659,888
32039,Laza,2016,11258,4046,5432,288,591,901
32039,Laza,2015,11307,4083,5286,318,617,1004
32040,Leiro,2022,13874,5176,6140,204,694,1659
32040,Leiro,2021,12722,4907,5550,369,614,1282
32040,Leiro,2020,12108,4507,5391,539,657,1014
32040,Leiro,2019,11806,4410,5237,255,635,1270
32040,Leiro,2018,11341,4180,5015,233,562,1353
32040,Leiro,2017,10676,4007,4764,267,511,1128
32040,Leiro,2016,10496,4034,4637,291,485,1049
32040,Leiro,2015,10347,3984,4455,329,461,1118
32041,Lobeira,2022,16138,5595,7520,239,748,2036
32041,Lobeira,2021,15450,5393,7012,353,674,2019
32041,Lobeira,2020,15031,5183,6972,390,732,1754
32041,Lobeira,2019,14816,4954,6740,225,645,2251
32041,Lobeira,2018,14043,4896,6615,236,578,1718
32041,Lobeira,2017,13108,4780,6016,228,446,1637
32041,Lobeira,2016,12352,4185,5879,299,445,1542
32041,Lobeira,2015,12277,3875,5890,338,512,1662
32042,Lobios,2022,14009,5663,5592,301,832,1623
32042,Lobios,2021,13010,5050,5354,505,779,1322
32042,Lobios,2020,12520,4492,5303,583,811,1330
32042,Lobios,2019,11946,4479,5049,227,738,1453
32042,Lobios,2018,11508,4251,4929,197,694,1436
32042,Lobios,2017,11062,3878,4590,242,627,1726
32042,Lobios,2016,10070,3813,4422,280,544,1011
32042,Lobios,2015,9874,3500,4422,279,556,1118
32043,Maceda,2022,14277,6634,4947,273,811,1613
32043,Maceda,2021,13639,6287,4743,399,726,1483
32043,Maceda,2020,13302,5840,4778,530,659,1495
32043,Maceda,2019,13096,5886,4666,233,627,1683
32043,Maceda,2018,12059,5345,4466,192,573,1483
32043,Maceda,2017,11468,5048,4282,183,505,1449
32043,Maceda,2016,10942,4712,4202,215,426,1387
32043,Maceda,2015,10990,4706,4203,242,411,1428
32044,Manzaneda,2022,14309,6522,5508,301,723,1254
32044,Manzaneda,2021,13767,6094,5447,320,624,1283
32044,Manzaneda,2020,12870,5728,5191,446,578,928
32044,Manzaneda,2019,13139,5849,5311,215,578,1186
32044,Manzaneda,2018,12346,5490,5111,211,474,1060
32044,Manzaneda,2017,11783,5150,5152,271,432,779
32044,Manzaneda,2016,11234,4772,4937,252,376,895
32044,Manzaneda,2015,11028,4565,4784,242,422,1015
32045,Maside,2022,12630,5666,4476,309,807,1372
32045,Maside,2021,12057,5406,4196,465,740,1250
32045,Maside,2020,11897,5108,4166,553,637,1434
32045,Maside,2019,11348,5071,4196,245,573,1263
32045,Maside,2018,10717,4710,4011,232,495,1269
32045,Maside,2017,10084,4407,3838,250,445,1144
32045,Maside,2016,9982,4184,4058,264,429,1047
32045,Maside,2015,9782,4181,3776,284,434,1108
32046,Melón,2022,13355,5349,5942,269,637,1159
32046,Melón,2021,12463,4768,5625,334,606,1130
32046,Melón,2020,11827,4345,5533,410,579,960
32046,Melón,2019,11102,3988,5418,204,539,953
32046,Melón,2018,10745,3738,5233,228,500,1046
32046,Melón,2017,10073,3629,4904,262,417,860
32046,Melón,2016,9669,3412,4832,319,411,695
32046,Melón,2015,9501,3204,4823,355,389,730
32047,"Merca, A",2022,15445,7222,5359,274,937,1654
32047,"Merca, A",2021,14678,6976,5021,347,813,1521
32047,"Merca, A",2020,14193,6535,5037,494,792,1336
32047,"Merca, A",2019,13768,6310,5069,176,713,1501
32047,"Merca, A",2018,13492,6072,4918,189,692,1620
32047,"Merca, A",2017,13076,5849,4781,235,647,1564
32047,"Merca, A",2016,12543,5440,4750,237,648,1467
32047,"Merca, A",2015,12102,5017,4661,258,672,1493
32048,"Mezquita, A",2022,13349,5576,5464,299,501,1509
32048,"Mezquita, A",2021,12433,4968,5118,490,498,1359
32048,"Mezquita, A",2020,12427,4818,5137,589,470,1413
32048,"Mezquita, A",2019,12468,4901,4808,285,514,1960
32048,"Mezquita, A",2018,11317,4837,4288,266,480,1446
32048,"Mezquita, A",2017,10714,4480,4241,294,425,1274
32048,"Mezquita, A",2016,9781,3843,3994,291,429,1224
32048,"Mezquita, A",2015,10041,3669,4185,350,443,1393
32049,Montederramo,2022,14894,6234,5614,281,752,2013
32049,Montederramo,2021,14904,6101,5177,388,796,2443
32049,Montederramo,2020,13186,5481,5072,482,750,1401
32049,Montederramo,2019,13385,6186,4948,172,705,1374
32049,Montederramo,2018,12514,5332,4842,195,586,1559
32049,Montederramo,2017,11931,5090,4766,179,521,1373
32049,Montederramo,2016,11859,4724,5233,171,555,1177
32049,Montederramo,2015,11358,4451,4818,223,570,1296
32050,Monterrei,2022,12949,5125,5677,366,716,1065
32050,Monterrei,2021,12137,4785,5338,472,680,862
32050,Monterrei,2020,11580,4420,5119,547,671,823
32050,Monterrei,2019,11390,4550,5025,400,595,819
32050,Monterrei,2018,10926,4429,4747,321,550,879
32050,Monterrei,2017,10116,4086,4448,351,537,694
32050,Monterrei,2016,9800,3851,4253,393,509,793
32050,Monterrei,2015,9760,3785,4197,405,499,874
32051,Muíños,2022,16192,7258,6373,231,699,1631
32051,Muíños,2021,15419,6834,5999,456,644,1486
32051,Muíños,2020,14772,6293,6073,529,579,1298
32051,Muíños,2019,14167,6149,5831,278,565,1344
32051,Muíños,2018,13242,5675,5656,240,525,1148
32051,Muíños,2017,12647,5200,5529,287,477,1154
32051,Muíños,2016,12041,5025,5224,328,472,992
32051,Muíños,2015,11579,4657,5056,353,471,1041
32052,Nogueira de Ramuín,2022,15191,7305,5388,260,767,1470
32052,Nogueira de Ramuín,2021,13981,6670,4926,403,730,1253
32052,Nogueira de Ramuín,2020,13399,6250,4768,613,718,1050
32052,Nogueira de Ramuín,2019,13435,6368,4874,297,704,1193
32052,Nogueira de Ramuín,2018,12666,6019,4622,226,659,1140
32052,Nogueira de Ramuín,2017,12043,5649,4492,224,646,1032
32052,Nogueira de Ramuín,2016,11933,5598,4542,262,631,900
32052,Nogueira de Ramuín,2015,11500,5359,4204,355,607,976
32053,Oímbra,2022,11896,4892,5020,305,734,945
32053,Oímbra,2021,11428,4496,4804,398,724,1006
32053,Oímbra,2020,11004,4161,4631,523,716,972
32053,Oímbra,2019,10841,4373,4483,297,642,1047
32053,Oímbra,2018,10338,4008,4472,264,582,1012
32053,Oímbra,2017,9346,3480,4110,304,538,914
32053,Oímbra,2016,8611,3208,3803,331,456,813
32053,Oímbra,2015,8943,3401,3869,378,441,855
32054,Ourense,2022,17080,9478,4637,248,805,1912
32054,Ourense,2021,16200,8940,4365,403,757,1735
32054,Ourense,2020,15550,8418,4264,585,702,1581
32054,Ourense,2019,15410,8650,4157,221,632,1750
32054,Ourense,2018,14677,8240,3997,221,600,1621
32054,Ourense,2017,14141,7959,3869,226,530,1558
32054,Ourense,2016,13865,7748,3804,246,490,1577
32054,Ourense,2015,13430,7503,3668,277,476,1505
32055,Paderne de Allariz,2022,15500,7096,5880,258,682,1584
32055,Paderne de Allariz,2021,14416,6608,5417,393,631,1367
32055,Paderne de Allariz,2020,14151,6092,5325,624,598,1512
32055,Paderne de Allariz,2019,13817,5982,5216,315,628,1676
32055,Paderne de Allariz,2018,13352,5516,5058,246,563,1968
32055,Paderne de Allariz,2017,13076,5267,5104,253,561,1892
32055,Paderne de Allariz,2016,12251,4940,5000,254,545,1512
32055,Paderne de Allariz,2015,12102,4806,5022,257,562,1456
32056,Padrenda,2022,12153,4355,5378,362,585,1472
32056,Padrenda,2021,11213,4037,5037,445,510,1184
32056,Padrenda,2020,10721,3767,4947,544,495,969
32056,Padrenda,2019,10415,3769,4751,293,469,1132
32056,Padrenda,2018,9843,3372,4496,282,425,1268
32056,Padrenda,2017,9463,3141,4451,321,344,1206
32056,Padrenda,2016,8875,2946,4202,273,302,1151
32056,Padrenda,2015,8552,2756,4163,291,289,1054
32057,Parada de Sil,2022,16996,7050,7548,319,708,1372
32057,Parada de Sil,2021,16198,6667,7246,443,565,1276
32057,Parada de Sil,2020,15528,6358,6974,539,615,1042
32057,Parada de Sil,2019,14891,6273,6693,259,641,1024
32057,Parada de Sil,2018,15092,5964,7339,232,565,991
32057,Parada de Sil,2017,13862,6082,6100,231,554,895
32057,Parada de Sil,2016,13758,6206,5805,209,524,1015
32057,Parada de Sil,2015,14074,6332,5864,274,578,1026
32058,"Pereiro de Aguiar, O",2022,18209,10775,4050,252,710,2423
32058,"Pereiro de Aguiar, O",2021,16730,10101,3754,418,659,1799
32058,"Pereiro de Aguiar, O",2020,15818,9425,3730,636,611,1415
32058,"Pereiro de Aguiar, O",2019,15573,9390,3648,224,597,1713
32058,"Pereiro de Aguiar, O",2018,15178,9233,3468,201,556,1719
32058,"Pereiro de Aguiar, O",2017,14345,8745,3372,228,441,1560
32058,"Pereiro de Aguiar, O",2016,13914,8495,3325,262,390,1442
32058,"Pereiro de Aguiar, O",2015,13669,8200,3282,313,399,1475
32059,"Peroxa, A",2022,14699,6928,5714,275,775,1006
32059,"Peroxa, A",2021,14068,6516,5380,388,764,1021
32059,"Peroxa, A",2020,13434,6096,5239,521,761,818
32059,"Peroxa, A",2019,13260,6201,5149,224,687,999
32059,"Peroxa, A",2018,12408,5560,5059,242,644,905
32059,"Peroxa, A",2017,11716,5435,4594,276,573,838
32059,"Peroxa, A",2016,11422,5217,4564,250,586,805
32059,"Peroxa, A",2015,11091,4898,4478,283,588,844
32060,Petín,2022,14177,6288,5316,394,929,1250
32060,Petín,2021,12918,5807,4910,492,817,891
32060,Petín,2020,12442,5529,4809,598,787,719
32060,Petín,2019,12355,5607,4683,312,761,991
32060,Petín,2018,11707,5429,4497,314,624,845
32060,Petín,2017,11359,5414,4196,317,591,840
32060,Petín,2016,11264,5549,3858,361,617,878
32060,Petín,2015,10829,5108,3871,322,647,881
32061,Piñor,2022,13600,6340,4872,293,771,1324
32061,Piñor,2021,13082,5961,4729,444,708,1239
32061,Piñor,2020,12372,5543,4614,520,601,1093
32061,Piñor,2019,12372,5717,4508,296,583,1267
32061,Piñor,2018,11887,5323,4410,235,559,1360
32061,Piñor,2017,11584,4892,4724,243,512,1213
32061,Piñor,2016,10579,4429,4329,266,478,1077
32061,Piñor,2015,10695,4528,4365,269,467,1066
32062,Porqueira,2022,13875,4933,6463,282,963,1233
32062,Porqueira,2021,13057,4776,5921,324,950,1086
32062,Porqueira,2020,12557,4448,5735,354,1006,1014
32062,Porqueira,2019,11972,4415,5433,221,913,989
32062,Porqueira,2018,11365,4119,5250,230,805,962
32062,Porqueira,2017,10911,3879,5178,207,794,853
32062,Porqueira,2016,10235,3456,4992,222,745,821
32062,Porqueira,2015,10262,3396,5040,271,691,863
32063,"Pobra de Trives, A",2022,15730,7086,6188,208,642,1607
32063,"Pobra de Trives, A",2021,14714,6787,5625,309,595,1399
32063,"Pobra de Trives, A",2020,14044,6423,5372,489,571,1190
32063,"Pobra de Trives, A",2019,13593,6395,5168,211,548,1272
32063,"Pobra de Trives, A",2018,13060,6206,4859,231,518,1246
32063,"Pobra de Trives, A",2017,12466,5828,4779,210,484,1165
32063,"Pobra de Trives, A",2016,12030,5613,4550,244,417,1207
32063,"Pobra de Trives, A",2015,12252,5656,4672,259,441,1224
32064,Pontedeva,2022,15042,7194,5559,285,544,1460
32064,Pontedeva,2021,13770,6584,4863,261,589,1473
32064,Pontedeva,2020,13262,5810,4958,432,538,1524
32064,Pontedeva,2019,12458,5684,4704,241,428,1402
32064,Pontedeva,2018,12368,5401,4845,269,482,1372
32064,Pontedeva,2017,11201,4866,4430,266,403,1237
32064,Pontedeva,2016,10643,4688,4232,292,356,1076
32064,Pontedeva,2015,10209,4111,4204,285,301,1308
32065,Punxín,2022,14847,7455,5484,264,685,960
32065,Punxín,2021,14082,7293,4928,353,598,910
32065,Punxín,2020,13453,6399,5144,463,568,880
32065,Punxín,2019,12655,6372,5092,224,552,415
32065,Punxín,2018,12157,5787,4955,243,506,666
32065,Punxín,2017,11745,5497,4819,304,473,652
32065,Punxín,2016,11503,5184,4840,273,483,724
32065,Punxín,2015,11040,5013,4724,252,500,552
32066,Quintela de Leirado,2022,11946,3750,5908,339,788,1161
32066,Quintela de Leirado,2021,11238,3765,5190,395,773,1115
32066,Quintela de Leirado,2020,11084,3725,4953,424,650,1332
32066,Quintela de Leirado,2019,10648,3768,4728,275,612,1266
32066,Quintela de Leirado,2018,9999,3306,4768,228,594,1103
32066,Quintela de Leirado,2017,10518,3626,4853,284,569,1187
32066,Quintela de Leirado,2016,10270,3488,4745,253,464,1321
32066,Quintela de Leirado,2015,9995,3140,4789,264,433,1369
32067,Rairiz de Veiga,2022,14484,5433,6219,368,628,1837
32067,Rairiz de Veiga,2021,13560,5157,5784,394,654,1572
32067,Rairiz de Veiga,2020,13154,5058,5542,427,601,1527
32067,Rairiz de Veiga,2019,12998,5096,5377,200,581,1743
32067,Rairiz de Veiga,2018,12463,4756,5206,259,542,1699
32067,Rairiz de Veiga,2017,11869,4500,4808,254,543,1763
32067,Rairiz de Veiga,2016,10942,4181,4623,330,500,1307
32067,Rairiz de Veiga,2015,10845,3942,4613,341,494,1454
32068,Ramirás,2022,12198,4395,5668,300,544,1291
32068,Ramirás,2021,11582,4111,5311,352,531,1277
32068,Ramirás,2020,11169,3759,5328,430,464,1188
32068,Ramirás,2019,10664,3620,5215,210,440,1179
32068,Ramirás,2018,10012,3392,4962,184,403,1072
32068,Ramirás,2017,9768,3248,4862,188,406,1064
32068,Ramirás,2016,9571,2956,4981,179,384,1071
32068,Ramirás,2015,9556,2703,5084,227,370,1171
32069,Ribadavia,2022,14092,7203,4437,310,689,1453
32069,Ribadavia,2021,13332,6788,4132,427,633,1352
32069,Ribadavia,2020,12726,6309,4195,610,606,1006
32069,Ribadavia,2019,12353,6505,3820,296,555,1177
32069,Ribadavia,2018,11794,6079,3712,259,538,1206
32069,Ribadavia,2017,11265,5798,3581,282,464,1141
32069,Ribadavia,2016,10836,5487,3540,291,388,1129
32069,Ribadavia,2015,10482,5238,3423,309,355,1158
32070,San Xoán de Río,2022,14159,5719,6364,199,786,1090
32070,San Xoán de Río,2021,13275,4843,6305,304,695,1128
